,index,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age
253,314,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI",201 - 500 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,59,116,87.5,MI,54
254,316,Clinical Data Scientist,$63K-$105K (Glassdoor est.),4.0,"Pfizer
4.0","Groton, CT",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,105,84.0,CT,172
255,317,Data Scientist,$109K-$177K (Glassdoor est.),4.0,"Novetta
4.0","Herndon, VA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),109,177,143.0,VA,9
256,318,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Phila, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),116,194,155.0,PA,-1
257,319,Data Engineer,$48K-$95K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL",51 - 200 ,Advertising & Marketing,Business Services,$25 to $50 million (USD),48,95,71.5,FL,15
258,320,Data Scientist,$83K-$133K (Glassdoor est.),3.9,"Trace Data
3.9","Oakland, CA",51 - 200 ,Insurance Carriers,Insurance,$10 to $25 million (USD),83,133,108.0,CA,21
259,322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),105,198,151.5,CA,240
260,323,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA",51 - 200 ,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),31,72,51.5,CA,15
261,324,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),98,182,140.0,MA,240
262,325,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ",201 - 500 ,IT Services,Information Technology,Unknown / Non-Applicable,55,100,77.5,NJ,7
263,326,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),4.2,"Clearwater Analytics
4.2","Boise, ID",501 - 1000 ,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),45,82,63.5,ID,17
264,328,Data Scientist,$83K-$135K (Glassdoor est.),4.0,"Tekvalley, Corp.
4.0","San Francisco, CA",1 - 50 ,IT Services,Information Technology,Less than $1 million (USD),83,135,109.0,CA,-1
265,330,Data Scientist,$70K-$122K (Glassdoor est.),3.5,"BWX Technologies
3.5","Oak Ridge, TN",5001 - 10000 ,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),70,122,96.0,TN,171
266,331,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1.0,CA-One Tech Cloud,"San Francisco, CA",51 - 200 ,IT Services,Information Technology,$5 to $10 million (USD),200,250,225.0,CA,4
267,332,Data Engineer,$70K-$132K (Glassdoor est.),3.2,"PennyMac
3.2","Agoura Hills, CA",1001 - 5000 ,Lending,Finance,$500 million to $1 billion (USD),70,132,101.0,CA,13
268,333,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ",1001 - 5000 ,Insurance Carriers,Insurance,$10 to $25 million (USD),73,124,98.5,NJ,39
269,334,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),3.9,"Vermeer
3.9","Pella, IA",1001 - 5000 ,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),54,101,77.5,IA,73
270,335,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),117,206,161.5,MA,240
271,337,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Lewes, DE",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),43,70,56.5,DE,86
272,339,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,"Argo Group US
3.4","New York, NY",1001 - 5000 ,Insurance Carriers,Insurance,$1 to $2 billion (USD),111,183,147.0,NY,73
273,341,Data Scientist,$68K-$112K (Glassdoor est.),3.5,"L&T Infotech
3.5","San Ramon, CA",10000+ ,IT Services,Information Technology,Unknown / Non-Applicable,68,112,90.0,CA,24
274,342,Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,"OceanFirst Financial
4.3","Red Bank, NJ",501 - 1000 ,Banks & Credit Unions,Finance,$5 to $10 billion (USD),42,74,58.0,NJ,119
275,344,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,"Associated Electric Cooperative
4.1","Springfield, MO",501 - 1000 ,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),44,78,61.0,MO,60
276,346,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,81,159,120.0,PA,37
277,347,Data Scientist,$95K-$161K (Glassdoor est.),3.6,"Sotheby's
3.6","New York, NY",1001 - 5000 ,Auctions & Galleries,Retail,$500 million to $1 billion (USD),95,161,128.0,NY,277
278,348,Data Scientist,$75K-$124K (Glassdoor est.),3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR",1001 - 5000 ,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,OR,69
279,349,Data Scientist,$72K-$120K (Glassdoor est.),3.6,"Amrock
3.6","Detroit, MI",1001 - 5000 ,Real Estate,Real Estate,$500 million to $1 billion (USD),72,120,96.0,MI,24
280,350,Data Scientist,$76K-$126K (Glassdoor est.),2.3,"Vanda Pharmaceuticals
2.3","Washington, DC",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),76,126,101.0,DC,18
281,351,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 - 200 ,Financial Analytics & Research,Finance,$50 to $100 million (USD),114,182,148.0,CA,12
282,352,"Data Scientist, Senior",$108K-$176K (Glassdoor est.),4.0,"Novetta
4.0","Fort Belvoir, VA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),108,176,142.0,VA,9
283,353,Senior Data Scientist,$130K-$208K (Glassdoor est.),4.1,"CK-12 Foundation
4.1","Palo Alto, CA",1 - 50 ,K-12 Education,Education,Unknown / Non-Applicable,130,208,169.0,CA,14
284,354,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,"PennyMac
3.2","Phoenix, AZ",1001 - 5000 ,Lending,Finance,$500 million to $1 billion (USD),83,166,124.5,AZ,13
285,355,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL",51 - 200 ,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),42,76,59.0,AL,25
286,356,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),4.2,"Opinion Dynamics
4.2","San Diego, CA",51 - 200 ,Consulting,Business Services,$10 to $25 million (USD),37,68,52.5,CA,34
287,357,Data Engineer,$52K-$99K (Glassdoor est.),4.6,"Applied Information Sciences
4.6","Houston, TX",501 - 1000 ,IT Services,Information Technology,$50 to $100 million (USD),52,99,75.5,TX,39
288,358,Senior Data Scientist,$105K-$173K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY",10000+ ,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),105,173,139.0,NY,158
289,362,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),71,134,102.5,MA,240
290,364,Staff Scientist,$39K-$82K (Glassdoor est.),4.4,"WK Dickson
4.4","Columbia, SC",201 - 500 ,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),39,82,60.5,SC,92
291,366,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 - 10000 ,Insurance Carriers,Insurance,$5 to $10 billion (USD),114,179,146.5,MA,169
292,367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),88,162,125.0,CA,45
293,368,Sr. Data Analyst,$60K-$102K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),60,102,81.0,MA,170
294,369,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3.0,"Tempus Labs
3.0","Chicago, IL",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,100,166,133.0,IL,6
295,370,Program/Data Analyst,$55K-$99K (Glassdoor est.),3.4,"General Dynamics Information Technology
3.4","Washington, DC",10000+ ,IT Services,Information Technology,$10+ billion (USD),55,99,77.0,DC,25
296,371,Data Engineer,$67K-$117K (Glassdoor est.),4.1,"ManTech
4.1","Herndon, VA",5001 - 10000 ,Research & Development,Business Services,$1 to $2 billion (USD),67,117,92.0,VA,53
297,372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92,150,121.0,MA,25
298,375,"Principal Data Engineer, Data Platform & Insights",$116K-$209K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA",5001 - 10000 ,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),116,209,162.5,CA,39
299,376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX",1001 - 5000 ,Research & Development,Business Services,$500 million to $1 billion (USD),38,82,60.0,TX,74
300,377,Data Operations Lead,Employer Provided Salary:$85K-$90K,-1.0,Muso,"San Francisco, CA",201 - 500 ,-1,-1,Unknown / Non-Applicable,85,90,87.5,CA,-1
301,379,Big Data Engineer,$62K-$119K (Glassdoor est.),4.4,"SpringML
4.4","Indianapolis, IN",1 - 50 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,62,119,90.5,IN,6
302,380,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),86,143,114.5,MA,25
303,381,Data Scientist,$93K-$149K (Glassdoor est.),3.8,"Juniper Networks
3.8","Sunnyvale, CA",5001 - 10000 ,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121.0,CA,25
304,382,Senior Data Scientist,$84K-$136K (Glassdoor est.),2.2,"The Integer Group
2.2","Dallas, TX",501 - 1000 ,Advertising & Marketing,Business Services,$50 to $100 million (USD),84,136,110.0,TX,28
305,383,PV Scientist,$60K-$123K (Glassdoor est.),2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,60,123,91.5,MA,-1
306,384,Clinical Data Analyst,$52K-$89K (Glassdoor est.),4.1,"ManTech
4.1","Portsmouth, VA",5001 - 10000 ,Research & Development,Business Services,$1 to $2 billion (USD),52,89,70.5,VA,53
307,386,Data Engineer,$48K-$93K (Glassdoor est.),3.7,"P2 Energy Solutions
3.7","Lafayette, LA",501 - 1000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,48,93,70.5,LA,-1
308,387,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76.5,WA,56
309,388,Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),65,119,92.0,MA,170
310,390,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 - 200 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,UT,8
311,391,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),63,101,82.0,VA,52
312,392,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),54,115,84.5,NY,7
313,394,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,179,134.5,MA,8
314,396,Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA",201 - 500 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,127,202,164.5,CA,13
315,397,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL",201 - 500 ,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),31,57,44.0,FL,30
316,398,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD",51 - 200 ,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),60,127,93.5,MD,19
317,399,Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA",1 - 50 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,143,109.0,VA,6
318,400,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX",501 - 1000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,105,194,149.5,TX,11
319,401,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC",1001 - 5000 ,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,DC,14
320,403,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC",1001 - 5000 ,Insurance Carriers,Insurance,Unknown / Non-Applicable,95,154,124.5,NC,4
321,406,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA",51 - 200 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,80,148,114.0,CA,23
322,407,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,"Citadel Federal Credit Union
3.9","Exton, PA",501 - 1000 ,Banks & Credit Unions,Finance,Unknown / Non-Applicable,36,62,49.0,PA,84
323,409,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),54,115,84.5,NY,7
324,410,Data Analyst,$50K-$92K (Glassdoor est.),3.7,"CALIBRE Systems
3.7","Alexandria, VA",501 - 1000 ,IT Services,Information Technology,$100 to $500 million (USD),50,92,71.0,VA,32
325,411,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),67,135,101.0,MA,170
326,412,Data Scientist,$82K-$132K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107.0,CA,52
327,413,Data Scientist,$85K-$140K (Glassdoor est.),4.7,"New England Biolabs
4.7","Ipswich, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,85,140,112.5,MA,47
328,414,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),138,224,181.0,CA,14
329,415,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,"Motorola Solutions
3.7","Chicago, IL",10000+ ,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),42,80,61.0,IL,93
330,416,Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA",51 - 200 ,Internet,Information Technology,$50 to $100 million (USD),190,220,205.0,CA,11
331,417,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),68,139,103.5,KY,146
332,419,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),34,92,63.0,MA,170
333,420,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,"Infosys
3.0","Hartford, CT",10000+ ,IT Services,Information Technology,$10+ billion (USD),54,71,62.5,CT,40
334,421,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,65,124,94.5,CA,8
335,425,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 - 5000 ,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),35,62,48.5,CA,35
336,426,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),109,200,154.5,MA,11
337,427,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),37,52,44.5,TX,44
338,428,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS",501 - 1000 ,Stock Exchanges,Finance,$500 million to $1 billion (USD),61,113,87.0,KS,48
339,429,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),39,66,52.5,IL,-1
340,430,Data Engineer,$43K-$86K (Glassdoor est.),3.2,"Guidepoint
3.2","New York, NY",501 - 1000 ,Research & Development,Business Services,Unknown / Non-Applicable,43,86,64.5,NY,18
341,431,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),74,149,111.5,CA,-1
342,433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,196,154.5,MA,240
343,434,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,81,167,124.0,PA,37
344,435,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 - 500 ,Consulting,Business Services,$50 to $100 million (USD),97,160,128.5,IL,13
345,437,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,"Vail Health
3.7","Vail, CO",501 - 1000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),49,81,65.0,CO,55
346,442,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),42,86,64.0,CA,25
347,443,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ ,Gas Stations,Retail,$10+ billion (USD),69,127,98.0,TN,63
348,444,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA",51 - 200 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,110,175,142.5,CA,11
349,446,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,"AstraZeneca
3.9","New York, NY",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),102,172,137.0,NY,108
350,447,Data Engineer,$74K-$124K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),74,124,99.0,CO,106
351,448,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,40,68,54.0,WI,57
352,449,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,"MathWorks
4.4","Natick, MA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),108,171,139.5,MA,37
353,450,Data Engineer,$76K-$142K (Glassdoor est.),3.4,"MetroStar Systems
3.4","Rockville, MD",201 - 500 ,IT Services,Information Technology,$25 to $50 million (USD),76,142,109.0,MD,22
354,452,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),202,306,254.0,IL,109
355,454,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,"Audentes Therapeutics
2.9","South San Francisco, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,49,97,73.0,CA,9
356,455,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),49,113,81.0,MD,60
357,456,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),43,70,56.5,DE,86
358,458,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,134,99.5,NC,146
359,459,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,"National Interstate
3.3","Richfield, OH",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),32,59,45.5,OH,32
360,461,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,"Moser Consulting
4.5","Indianapolis, IN",51 - 200 ,Consulting,Business Services,$25 to $50 million (USD),87,158,122.5,IN,25
361,462,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,"TransUnion
3.9","Chicago, IL",5001 - 10000 ,Financial Analytics & Research,Finance,$1 to $2 billion (USD),107,173,140.0,IL,53
362,463,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,"MITRE
3.2","Hampton, VA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),56,99,77.5,VA,63
363,464,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,"Mcphail Associates
3.3","Cambridge, MA",1 - 50 ,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,52,58,55.0,MA,45
364,466,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),80,155,117.5,NC,146
365,467,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),43,98,70.5,CA,15
366,468,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),45,78,61.5,CA,10
367,469,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,44,96,70.0,NY,6
368,470,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,50,110,80.0,GA,6
369,471,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA",1001 - 5000 ,Insurance Carriers,Insurance,$100 to $500 million (USD),61,119,90.0,MA,33
370,472,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,100,140,120.0,MA,-1
371,473,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,56,91,73.5,PA,37
372,476,Data Scientist,$68K-$114K (Glassdoor est.),3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL",501 - 1000 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91.0,FL,37
373,477,Data Scientist,Employer Provided Salary:$150K-$160K,5.0,"BPA Services
5.0","Washington, DC",unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,160,155.0,DC,-1
374,479,"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),101,158,129.5,MA,170
375,482,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4.0,"Pfizer
4.0","New York, NY",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),125,210,167.5,NY,172
